epoch,accuracy,loss,val_accuracy,val_loss
0,0.97978705,0.1015285153071779,0.6519495248794556,1.8680193169948158
1,0.9803693,0.0865999528116557,0.6519495248794556,1.6336154051876943
2,0.9803693,0.08196658693917741,0.6519495248794556,1.8032099260102719
3,0.9805357,0.08067622648960628,0.6518061757087708,1.4459752208049144
4,0.9814091,0.0767015743364427,0.6536697149276733,1.1112205734766951
5,0.98207456,0.07483223376121986,0.6522362232208252,1.2694203031992695
6,0.98203295,0.07175632044515706,0.6563933491706848,1.279896649882334
7,0.98294795,0.07047143926628552,0.6542431116104126,1.8198249927901347
8,0.98286474,0.07019632045756588,0.6635608077049255,1.284800829280407
9,0.9824488,0.06760649609664476,0.6552465558052063,1.7033315207980095
10,0.9829895,0.06692354041174604,0.6579701900482178,1.65584740398127
11,0.9834886,0.06663528767093789,0.6602637767791748,1.6761059487631562
12,0.9827816,0.06477965283006333,0.7209002375602722,0.7000339308736521
13,0.9842788,0.0647890723661371,0.6816226840019226,1.2919950066903316
14,0.9839045,0.06137861927739691,0.6705848574638367,1.565689897181791
15,0.984362,0.06034243690865038,0.6999713182449341,1.3218510191921795
16,0.98452836,0.059150479108126854,0.6991112232208252,1.1872063452770951
17,0.9846116,0.060009571482859146,0.6803325414657593,1.4171866227043879
18,0.98506904,0.059027537571353365,0.6993979215621948,1.4684184439685366
19,0.9846531,0.05743698127296107,0.7052752375602722,1.181773333784637
20,0.98515224,0.05661928325780638,0.7095757126808167,1.0632660587172988
21,0.98540175,0.055772154196168405,0.713302731513977,1.1301446758689138
22,0.9847779,0.05619146425679519,0.7084289193153381,1.2938662135136236
23,0.98552656,0.05398044105221935,0.72262042760849,1.1177654718177035
24,0.98511064,0.053868847193945996,0.7045584917068481,1.5926976218272786
25,0.98540175,0.05312620734269841,0.7121559381484985,1.4712839896252397
26,0.9859424,0.05380888940244938,0.7160263657569885,1.2642334527378782
27,0.9858177,0.05267413543578162,0.7346616983413696,1.1306515772134886
28,0.9861504,0.05297650357774106,0.720326840877533,1.1885878491565722
29,0.9858593,0.0508569149940382,0.7368119359016418,1.032110298923943
30,0.986192,0.051231912841851975,0.7178899049758911,1.295489190915309
31,0.98635834,0.05050963205820676,0.7204701900482178,1.1153204014541906
32,0.98627514,0.04948803172015677,0.7143061757087708,1.2449132342130766
33,0.9866079,0.049904246172415144,0.7112958431243896,1.366285243780788
34,0.9858177,0.05084728831230089,0.7157396674156189,1.1831909312157456
35,0.98573446,0.05028167259689032,0.7137327790260315,1.2595057538753256
36,0.98602563,0.04951599841192798,0.7220470309257507,1.200050176215281
37,0.98639995,0.04926818421276603,0.72649085521698,1.0584723010249095
38,0.98627514,0.05035770428428934,0.7094323635101318,1.310224418246418
39,0.9865663,0.049131166728738976,0.7090023159980774,1.3504690014577787
40,0.98673266,0.04770376928231763,0.7055619359016418,1.4290076194826615
41,0.98627514,0.047797286869381526,0.724197268486023,1.1063931215930423
42,0.98639995,0.04938957317468263,0.7084289193153381,1.4299204907286058
43,0.98677427,0.04887955135984538,0.7177465558052063,1.2665728008665076
44,0.98635834,0.04797464992878985,0.7204701900482178,1.2084103301851028
45,0.98644155,0.04828693708483916,0.7150229215621948,1.262649903740358
46,0.9866079,0.04888617850417425,0.7122992873191833,1.3109133620874598
47,0.98677427,0.048062438735529386,0.7118692398071289,1.337081832759971
48,0.9869406,0.04690673070092258,0.709289014339447,1.4511746913878196
49,0.98644155,0.04835549684349017,0.7158830165863037,1.2862619741247334
