/home/saad/facePGM/test/non-face/cmu_23138.pgm,0
/home/saad/facePGM/test/non-face/cmu_9318.pgm,0
/home/saad/facePGM/test/non-face/cmu_4210.pgm,0
/home/saad/facePGM/test/non-face/cmu_22972.pgm,0
/home/saad/facePGM/test/non-face/cmu_15214.pgm,0
/home/saad/facePGM/test/non-face/cmu_5506.pgm,0
/home/saad/facePGM/test/non-face/cmu_2592.pgm,0
/home/saad/facePGM/test/non-face/cmu_18755.pgm,0
/home/saad/facePGM/test/non-face/cmu_8802.pgm,0
/home/saad/facePGM/test/non-face/cmu_7108.pgm,0
/home/saad/facePGM/test/non-face/cmu_16150.pgm,0
/home/saad/facePGM/test/non-face/cmu_7085.pgm,0
/home/saad/facePGM/test/non-face/cmu_3266.pgm,0
/home/saad/facePGM/test/non-face/cmu_11349.pgm,0
/home/saad/facePGM/test/non-face/cmu_19141.pgm,0
/home/saad/facePGM/test/non-face/cmu_8133.pgm,0
/home/saad/facePGM/test/non-face/cmu_4950.pgm,0
/home/saad/facePGM/test/non-face/cmu_20095.pgm,0
/home/saad/facePGM/test/non-face/cmu_16469.pgm,0
/home/saad/facePGM/test/non-face/cmu_0825.pgm,0
/home/saad/facePGM/test/non-face/cmu_2476.pgm,0
/home/saad/facePGM/test/non-face/cmu_10716.pgm,0
/home/saad/facePGM/test/non-face/cmu_23040.pgm,0
/home/saad/facePGM/test/non-face/cmu_12912.pgm,0
/home/saad/facePGM/test/non-face/cmu_12648.pgm,0
/home/saad/facePGM/test/non-face/cmu_19466.pgm,0
/home/saad/facePGM/test/non-face/cmu_20036.pgm,0
/home/saad/facePGM/test/non-face/cmu_5574.pgm,0
/home/saad/facePGM/test/non-face/cmu_9042.pgm,0
/home/saad/facePGM/test/non-face/cmu_21243.pgm,0
/home/saad/facePGM/test/non-face/cmu_8531.pgm,0
/home/saad/facePGM/test/non-face/cmu_7056.pgm,0
/home/saad/facePGM/test/non-face/cmu_13437.pgm,0
